# OpenSignals Text File Format. Version 1
# {'84:BA:20:5E:FF:58': {'position': 0, 'device': 'bitalino_rev', 'device name': '84:BA:20:5E:FF:58', 'device connection': 'BTH84:BA:20:5E:FF:58', 'sampling rate': 100, 'resolution': [4, 1, 1, 1, 1, 10], 'firmware version': 1282, 'comments': 'Simulated data for horror movie reaction', 'keywords': 'ECG, horror, reaction', 'mode': 0, 'sync interval': 2, 'date': '2024-5-10', 'time': '18:14:4.986', 'channels': [2], 'sensor': ['ECGBIT'], 'label': ['A2'], 'column': ['nSeq', 'I1', 'I2', 'O1', 'O2', 'A2'], 'special': [{}], 'digital IO': [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	500
1	0	0	0	0	501
2	0	0	0	0	503
3	0	0	0	0	504
4	0	0	0	0	506
5	0	0	0	0	507
6	0	0	0	0	509
7	0	0	0	0	510
8	0	0	0	0	512
9	0	0	0	0	513
10	0	0	0	0	514
11	0	0	0	0	515
12	0	0	0	0	517
13	0	0	0	0	518
14	0	0	0	0	519
15	0	0	0	0	520
16	0	0	0	0	521
17	0	0	0	0	521
18	0	0	0	0	522
19	0	0	0	0	523
20	0	0	0	0	523
21	0	0	0	0	524
22	0	0	0	0	524
23	0	0	0	0	524
24	0	0	0	0	524
25	0	0	0	0	524
26	0	0	0	0	524
27	0	0	0	0	524
28	0	0	0	0	524
29	0	0	0	0	524
30	0	0	0	0	523
31	0	0	0	0	523
32	0	0	0	0	522
33	0	0	0	0	521
34	0	0	0	0	521
35	0	0	0	0	520
36	0	0	0	0	519
37	0	0	0	0	518
38	0	0	0	0	517
39	0	0	0	0	515
40	0	0	0	0	514
41	0	0	0	0	513
42	0	0	0	0	511
43	0	0	0	0	510
44	0	0	0	0	509
45	0	0	0	0	507
46	0	0	0	0	506
47	0	0	0	0	504
48	0	0	0	0	503
49	0	0	0	0	501
50	0	0	0	0	499
51	0	0	0	0	498
52	0	0	0	0	496
53	0	0	0	0	495
54	0	0	0	0	493
55	0	0	0	0	492
56	0	0	0	0	490
57	0	0	0	0	489
58	0	0	0	0	487
59	0	0	0	0	486
60	0	0	0	0	485
61	0	0	0	0	483
62	0	0	0	0	482
63	0	0	0	0	481
64	0	0	0	0	480
65	0	0	0	0	479
66	0	0	0	0	478
67	0	0	0	0	478
68	0	0	0	0	477
69	0	0	0	0	476
70	0	0	0	0	476
71	0	0	0	0	475
