# OpenSignals Text File Format. Version 1
# {'84:BA:20:5E:FF:58': {'position': 0, 'device': 'bitalino_rev', 'device name': '84:BA:20:5E:FF:58', 'device connection': 'BTH84:BA:20:5E:FF:58', 'sampling rate': 100, 'resolution': [4, 1, 1, 1, 1, 10], 'firmware version': 1282, 'comments': 'Simulated data for horror movie reaction', 'keywords': 'ECG, horror, reaction', 'mode': 0, 'sync interval': 2, 'date': '2024-5-10', 'time': '18:14:4.986', 'channels': [2], 'sensor': ['ECGBIT'], 'label': ['A2'], 'column': ['nSeq', 'I1', 'I2', 'O1', 'O2', 'A2'], 'special': [{}], 'digital IO': [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	500
1	0	0	0	0	501
2	0	0	0	0	502
3	0	0	0	0	504
4	0	0	0	0	505
5	0	0	0	0	491
6	0	0	0	0	475
7	0	0	0	0	482
8	0	0	0	0	531
9	0	0	0	0	551
10	0	0	0	0	521
11	0	0	0	0	516
12	0	0	0	0	469
13	0	0	0	0	510
14	0	0	0	0	540
15	0	0	0	0	519
16	0	0	0	0	520
17	0	0	0	0	521
18	0	0	0	0	521
19	0	0	0	0	522
20	0	0	0	0	523
21	0	0	0	0	523
22	0	0	0	0	524
23	0	0	0	0	524
24	0	0	0	0	524
25	0	0	0	0	524
26	0	0	0	0	524
27	0	0	0	0	524
28	0	0	0	0	524
29	0	0	0	0	524
30	0	0	0	0	524
31	0	0	0	0	524
32	0	0	0	0	523
33	0	0	0	0	523
34	0	0	0	0	522
35	0	0	0	0	521
36	0	0	0	0	520
37	0	0	0	0	520
38	0	0	0	0	519
39	0	0	0	0	518
40	0	0	0	0	517
41	0	0	0	0	515
42	0	0	0	0	514
43	0	0	0	0	513
44	0	0	0	0	512
45	0	0	0	0	510
46	0	0	0	0	509
47	0	0	0	0	508
48	0	0	0	0	506
49	0	0	0	0	505
50	0	0	0	0	503
51	0	0	0	0	502
52	0	0	0	0	500
53	0	0	0	0	499
54	0	0	0	0	497
55	0	0	0	0	496
56	0	0	0	0	494
57	0	0	0	0	493
58	0	0	0	0	492
59	0	0	0	0	490
60	0	0	0	0	489
61	0	0	0	0	487
62	0	0	0	0	486
63	0	0	0	0	485
64	0	0	0	0	484
65	0	0	0	0	483
66	0	0	0	0	482
67	0	0	0	0	481
68	0	0	0	0	480
69	0	0	0	0	479
70	0	0	0	0	478
71	0	0	0	0	477
